source,target,relation,confidence,weight,source_file
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,concept_nerf,references,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,concept_reconstruction,references,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,concept_slam,references,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,metric_accuracy,evaluates_with,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,metric_ate,evaluates_with,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,metric_iou,evaluates_with,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,metric_lpips,evaluates_with,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,metric_psnr,evaluates_with,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,metric_rpe,evaluates_with,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,metric_spl,evaluates_with,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,metric_ssim,evaluates_with,EXTRACTED,1.0,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,category_general,belongs_to,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,concept_imu_integration,references,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,concept_nerf,references,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,concept_reconstruction,references,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,metric_accuracy,evaluates_with,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,metric_ate,evaluates_with,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,metric_iou,evaluates_with,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,metric_lpips,evaluates_with,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,metric_psnr,evaluates_with,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,metric_rpe,evaluates_with,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,metric_spl,evaluates_with,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,metric_ssim,evaluates_with,EXTRACTED,1.0,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,category_general,belongs_to,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,concept_imu_integration,references,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,concept_nerf,references,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,concept_reconstruction,references,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,concept_slam,references,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,metric_accuracy,evaluates_with,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,metric_ate,evaluates_with,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,metric_iou,evaluates_with,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,metric_lpips,evaluates_with,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,metric_rpe,evaluates_with,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,metric_spl,evaluates_with,EXTRACTED,1.0,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,category_general,belongs_to,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,concept_imu_integration,references,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,concept_nerf,references,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,concept_reconstruction,references,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,concept_slam,references,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,metric_accuracy,evaluates_with,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,metric_ate,evaluates_with,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,metric_iou,evaluates_with,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,metric_lpips,evaluates_with,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,metric_psnr,evaluates_with,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,metric_rpe,evaluates_with,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,metric_spl,evaluates_with,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,metric_ssim,evaluates_with,EXTRACTED,1.0,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,category_general,belongs_to,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,concept_navigation,references,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,concept_nerf,references,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,concept_reconstruction,references,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,metric_accuracy,evaluates_with,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,metric_ate,evaluates_with,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,metric_lpips,evaluates_with,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,metric_psnr,evaluates_with,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,metric_rpe,evaluates_with,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,metric_spl,evaluates_with,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,metric_ssim,evaluates_with,EXTRACTED,1.0,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,category_general,belongs_to,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,concept_imu_integration,references,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,concept_nerf,references,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,concept_reconstruction,references,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,metric_accuracy,evaluates_with,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,metric_ate,evaluates_with,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,metric_iou,evaluates_with,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,metric_lpips,evaluates_with,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,metric_psnr,evaluates_with,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,metric_spl,evaluates_with,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,metric_ssim,evaluates_with,EXTRACTED,1.0,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,category_general,belongs_to,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,concept_nerf,references,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,concept_reconstruction,references,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,concept_visual_localization,references,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,dataset_co3d,shares_data_with,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,dataset_scannet,shares_data_with,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,metric_ate,evaluates_with,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,metric_iou,evaluates_with,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,metric_lpips,evaluates_with,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,metric_psnr,evaluates_with,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,metric_rpe,evaluates_with,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,metric_spl,evaluates_with,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,metric_ssim,evaluates_with,EXTRACTED,1.0,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,category_general,belongs_to,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,concept_imu_integration,references,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,concept_nerf,references,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,concept_reconstruction,references,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,metric_accuracy,evaluates_with,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,metric_ate,evaluates_with,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,metric_iou,evaluates_with,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,metric_lpips,evaluates_with,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,metric_psnr,evaluates_with,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,metric_rpe,evaluates_with,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,metric_spl,evaluates_with,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,metric_ssim,evaluates_with,EXTRACTED,1.0,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,category_general,belongs_to,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,concept_imu_integration,references,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,concept_nerf,references,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,concept_reconstruction,references,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,metric_accuracy,evaluates_with,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,metric_ate,evaluates_with,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,metric_iou,evaluates_with,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,metric_lpips,evaluates_with,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,metric_psnr,evaluates_with,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,metric_rpe,evaluates_with,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,metric_spl,evaluates_with,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,metric_ssim,evaluates_with,EXTRACTED,1.0,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,category_general,belongs_to,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,concept_imu_integration,references,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,concept_lidar,references,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,concept_nerf,references,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,concept_reconstruction,references,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,dataset_kitti,shares_data_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,dataset_nuscenes,shares_data_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,dataset_replica,shares_data_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,metric_accuracy,evaluates_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,metric_ate,evaluates_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,metric_iou,evaluates_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,metric_lpips,evaluates_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,metric_psnr,evaluates_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,metric_spl,evaluates_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,metric_ssim,evaluates_with,EXTRACTED,1.0,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,category_general,belongs_to,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,concept_imu_integration,references,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,concept_nerf,references,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,concept_reconstruction,references,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,metric_accuracy,evaluates_with,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,metric_ate,evaluates_with,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,metric_iou,evaluates_with,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,metric_lpips,evaluates_with,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,metric_psnr,evaluates_with,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,metric_rpe,evaluates_with,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,metric_spl,evaluates_with,EXTRACTED,1.0,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md
